radar_id,interval_start_time,altitude_band,avg_u_speed,avg_v_speed,avg_bird_density,vertical_integrated_density,number_of_measurements
KGYX,2010-09-08 23:15:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KGYX,2010-09-08 23:15:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KOKX,2010-09-08 23:15:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KOKX,2010-09-08 23:15:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBOX,2010-09-08 23:20:00+00,1,0.00000,0.00000,0.00139,0.00194,14
KBOX,2010-09-08 23:20:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCBW,2010-09-08 23:20:00+00,1,0.00000,0.00000,0.00129,0.00180,14
KCBW,2010-09-08 23:20:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-08 23:20:00+00,1,0.00000,0.00000,0.00227,0.00318,14
KCXX,2010-09-08 23:20:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KDIX,2010-09-08 23:20:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KDIX,2010-09-08 23:20:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KGYX,2010-09-08 23:20:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KGYX,2010-09-08 23:20:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KOKX,2010-09-08 23:20:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KOKX,2010-09-08 23:20:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KTYX,2010-09-08 23:20:00+00,1,0.00000,0.00000,0.00500,0.00701,14
KTYX,2010-09-08 23:20:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBGM,2010-09-08 23:25:00+00,1,0.00000,0.00000,0.00042,0.00059,14
KBGM,2010-09-08 23:25:00+00,2,0.00000,0.00000,0.00365,0.00511,14
KBOX,2010-09-08 23:25:00+00,1,0.00000,0.00000,0.01054,0.01475,14
KBOX,2010-09-08 23:25:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCBW,2010-09-08 23:25:00+00,1,0.00000,0.00000,0.00586,0.00821,14
KCBW,2010-09-08 23:25:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCCX,2010-09-08 23:25:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KCCX,2010-09-08 23:25:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-08 23:25:00+00,1,0.00000,0.00000,0.00498,0.00697,14
KCXX,2010-09-08 23:25:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KDOX,2010-09-08 23:25:00+00,1,0.00000,0.00000,0.00942,0.01319,14
KDOX,2010-09-08 23:25:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KENX,2010-09-08 23:25:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KENX,2010-09-08 23:25:00+00,2,0.00000,0.00000,0.00001,0.00001,14
KGYX,2010-09-08 23:25:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KGYX,2010-09-08 23:25:00+00,2,0.00000,0.00000,0.24350,0.34090,14
KTYX,2010-09-08 23:25:00+00,1,0.00000,0.00000,0.00039,0.00055,14
KTYX,2010-09-08 23:25:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBOX,2010-09-08 23:30:00+00,1,0.00000,0.00000,0.05834,0.08168,14
KBOX,2010-09-08 23:30:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCBW,2010-09-08 23:30:00+00,1,0.00000,0.00000,0.01871,0.02619,14
KCBW,2010-09-08 23:30:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-08 23:30:00+00,1,0.00000,0.00000,0.01080,0.01513,14
KCXX,2010-09-08 23:30:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KDIX,2010-09-08 23:30:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KDIX,2010-09-08 23:30:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KGYX,2010-09-08 23:30:00+00,1,0.00000,0.00000,0.00307,0.00430,14
KGYX,2010-09-08 23:30:00+00,2,0.00000,0.00000,0.80105,1.12148,14
KLWX,2010-09-08 23:30:00+00,1,9.69873,-8.77037,1.08028,1.51239,14
KLWX,2010-09-08 23:30:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KOKX,2010-09-08 23:30:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KOKX,2010-09-08 23:30:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KTYX,2010-09-08 23:30:00+00,1,0.00000,0.00000,0.00033,0.00046,14
KTYX,2010-09-08 23:30:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBGM,2010-09-08 23:35:00+00,1,0.00000,0.00000,0.01636,0.02290,14
KBGM,2010-09-08 23:35:00+00,2,0.00000,0.00000,0.00239,0.00335,14
KBOX,2010-09-08 23:35:00+00,1,0.00000,0.00000,0.21787,0.30502,14
KBOX,2010-09-08 23:35:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCBW,2010-09-08 23:35:00+00,1,0.00000,0.00000,0.08818,0.12346,28
KCBW,2010-09-08 23:35:00+00,2,0.00000,0.00000,0.00000,0.00000,28
KCCX,2010-09-08 23:35:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KCCX,2010-09-08 23:35:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-08 23:35:00+00,1,0.00000,0.00000,0.03947,0.05526,14
KCXX,2010-09-08 23:35:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KDOX,2010-09-08 23:35:00+00,1,0.00000,0.00000,0.01863,0.02608,14
KDOX,2010-09-08 23:35:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KENX,2010-09-08 23:35:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KENX,2010-09-08 23:35:00+00,2,0.00000,0.00000,0.00038,0.00054,14
KGYX,2010-09-08 23:35:00+00,1,0.00000,0.00000,0.12601,0.17641,14
KGYX,2010-09-08 23:35:00+00,2,0.00000,0.00000,0.30828,0.43159,14
KTYX,2010-09-08 23:35:00+00,1,0.00000,0.00000,0.00154,0.00216,14
KTYX,2010-09-08 23:35:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBOX,2010-09-08 23:40:00+00,1,0.00000,0.00000,0.58156,0.81419,14
KBOX,2010-09-08 23:40:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBUF,2010-09-08 23:40:00+00,1,0.00000,0.00000,0.00699,0.00979,14
KBUF,2010-09-08 23:40:00+00,2,0.00000,0.00000,0.01171,0.01639,14
KCBW,2010-09-08 23:40:00+00,1,0.00000,0.00000,0.34382,0.48135,14
KCBW,2010-09-08 23:40:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-08 23:40:00+00,1,0.00000,0.00000,0.15901,0.22262,14
KCXX,2010-09-08 23:40:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KDIX,2010-09-08 23:40:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KDIX,2010-09-08 23:40:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KGYX,2010-09-08 23:40:00+00,1,0.00000,0.00000,0.68086,0.95321,14
KGYX,2010-09-08 23:40:00+00,2,0.00000,0.00000,0.01434,0.02007,14
KLWX,2010-09-08 23:40:00+00,1,8.90455,-7.83780,0.30852,0.43193,14
KLWX,2010-09-08 23:40:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KOKX,2010-09-08 23:40:00+00,1,0.00000,0.00000,0.00058,0.00082,14
KOKX,2010-09-08 23:40:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KTYX,2010-09-08 23:40:00+00,1,0.00000,0.00000,0.01955,0.02737,14
KTYX,2010-09-08 23:40:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBGM,2010-09-08 23:45:00+00,1,0.00000,0.00000,0.00832,0.01165,14
KBGM,2010-09-08 23:45:00+00,2,0.00000,0.00000,0.00148,0.00208,14
KBOX,2010-09-08 23:45:00+00,1,11.39140,-10.60742,1.19881,1.67833,28
KBOX,2010-09-08 23:45:00+00,2,0.00000,0.00000,0.00000,0.00000,28
KBUF,2010-09-08 23:45:00+00,1,0.00000,0.00000,0.01561,0.02186,14
KBUF,2010-09-08 23:45:00+00,2,0.00000,0.00000,0.01150,0.01611,14
KCBW,2010-09-08 23:45:00+00,1,0.00000,0.00000,0.77769,1.08876,14
KCBW,2010-09-08 23:45:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCCX,2010-09-08 23:45:00+00,1,0.00000,0.00000,0.00307,0.00430,14
KCCX,2010-09-08 23:45:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-08 23:45:00+00,1,0.00000,0.00000,0.48354,0.67696,14
KCXX,2010-09-08 23:45:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KDOX,2010-09-08 23:45:00+00,1,0.00000,0.00000,0.08447,0.11825,14
KDOX,2010-09-08 23:45:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KENX,2010-09-08 23:45:00+00,1,0.00000,0.00000,0.00181,0.00254,14
KENX,2010-09-08 23:45:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KTYX,2010-09-08 23:45:00+00,1,0.00000,0.00000,0.05545,0.07763,14
KTYX,2010-09-08 23:45:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBOX,2010-09-08 23:50:00+00,1,11.26349,-11.12486,1.86717,2.61403,14
KBOX,2010-09-08 23:50:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCBW,2010-09-08 23:50:00+00,1,0.00000,0.00000,1.10593,1.54830,14
KCBW,2010-09-08 23:50:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-08 23:50:00+00,1,0.00000,0.00000,1.12003,1.56805,14
KCXX,2010-09-08 23:50:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KDIX,2010-09-08 23:50:00+00,1,0.00000,0.00000,0.03647,0.05106,14
KDIX,2010-09-08 23:50:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KGYX,2010-09-08 23:50:00+00,1,0.00000,0.00000,3.06824,4.29553,14
KGYX,2010-09-08 23:50:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KLWX,2010-09-08 23:50:00+00,1,7.40810,-6.36880,0.41772,0.58481,14
KLWX,2010-09-08 23:50:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KOKX,2010-09-08 23:50:00+00,1,0.00000,0.00000,0.02679,0.03750,14
KOKX,2010-09-08 23:50:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBGM,2010-09-08 23:55:00+00,1,0.00000,0.00000,0.01501,0.02101,14
KBGM,2010-09-08 23:55:00+00,2,0.00000,0.00000,0.01674,0.02343,14
KBOX,2010-09-08 23:55:00+00,1,10.90519,-11.62126,2.30506,3.22709,14
KBOX,2010-09-08 23:55:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCBW,2010-09-08 23:55:00+00,1,0.00000,0.00000,1.39640,1.95497,14
KCBW,2010-09-08 23:55:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCCX,2010-09-08 23:55:00+00,1,0.00000,0.00000,0.11463,0.16049,14
KCCX,2010-09-08 23:55:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-08 23:55:00+00,1,0.00000,0.00000,3.20726,4.49017,14
KCXX,2010-09-08 23:55:00+00,2,0.00000,0.00000,0.01953,0.02734,14
KDOX,2010-09-08 23:55:00+00,1,10.91515,-8.25650,0.40464,0.56650,14
KDOX,2010-09-08 23:55:00+00,2,0.00000,0.00000,0.00007,0.00010,14
KENX,2010-09-08 23:55:00+00,1,0.00000,0.00000,0.00000,0.00000,14
KENX,2010-09-08 23:55:00+00,2,0.00000,0.00000,0.00035,0.00049,14
KGYX,2010-09-08 23:55:00+00,1,0.00000,0.00000,5.63970,7.89559,14
KGYX,2010-09-08 23:55:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KTYX,2010-09-08 23:55:00+00,1,0.00000,0.00000,0.10953,0.15334,14
KTYX,2010-09-08 23:55:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBOX,2010-09-09 00:00:00+00,1,9.96695,-11.90580,2.75582,3.85815,14
KBOX,2010-09-09 00:00:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBUF,2010-09-09 00:00:00+00,1,0.00000,0.00000,0.30715,0.43001,14
KBUF,2010-09-09 00:00:00+00,2,0.00000,0.00000,0.01785,0.02499,14
KCBW,2010-09-09 00:00:00+00,1,0.00000,0.00000,1.63052,2.28273,14
KCBW,2010-09-09 00:00:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-09 00:00:00+00,1,0.00000,0.00000,5.67668,7.94735,14
KCXX,2010-09-09 00:00:00+00,2,0.00000,0.00000,0.10494,0.14692,14
KDIX,2010-09-09 00:00:00+00,1,5.48285,-11.72677,0.72500,1.01500,14
KDIX,2010-09-09 00:00:00+00,2,0.00000,0.00000,0.00146,0.00205,14
KENX,2010-09-09 00:00:00+00,1,0.00000,0.00000,0.06717,0.09403,14
KENX,2010-09-09 00:00:00+00,2,0.00000,0.00000,0.02930,0.04102,14
KGYX,2010-09-09 00:00:00+00,1,0.00000,0.00000,5.50498,7.70697,14
KGYX,2010-09-09 00:00:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KLWX,2010-09-09 00:00:00+00,1,9.40210,-8.51729,1.75579,2.45811,14
KLWX,2010-09-09 00:00:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KOKX,2010-09-09 00:00:00+00,1,9.23110,-13.12670,0.51297,0.71816,14
KOKX,2010-09-09 00:00:00+00,2,0.00000,0.00000,0.01285,0.01799,14
KTYX,2010-09-09 00:00:00+00,1,0.00000,0.00000,0.23297,0.32616,14
KTYX,2010-09-09 00:00:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBGM,2010-09-09 00:05:00+00,1,0.00000,0.00000,0.02994,0.04191,14
KBGM,2010-09-09 00:05:00+00,2,0.00000,0.00000,0.10349,0.14488,14
KBOX,2010-09-09 00:05:00+00,1,9.58684,-12.15391,3.54240,4.95936,14
KBOX,2010-09-09 00:05:00+00,2,0.00000,0.00000,0.01074,0.01503,14
KCBW,2010-09-09 00:05:00+00,1,0.00000,0.00000,1.92247,2.69146,14
KCBW,2010-09-09 00:05:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCCX,2010-09-09 00:05:00+00,1,10.16104,-12.12302,1.13158,1.58421,14
KCCX,2010-09-09 00:05:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-09 00:05:00+00,1,0.00000,0.00000,9.16404,12.82965,14
KCXX,2010-09-09 00:05:00+00,2,0.00000,0.00000,0.25653,0.35914,14
KDIX,2010-09-09 00:05:00+00,1,4.72392,-12.32172,2.96699,4.15378,14
KDIX,2010-09-09 00:05:00+00,2,0.00000,0.00000,0.04373,0.06122,14
KDOX,2010-09-09 00:05:00+00,1,11.24495,-8.76151,2.06139,2.88594,14
KDOX,2010-09-09 00:05:00+00,2,0.00000,0.00000,0.01452,0.02033,14
KGYX,2010-09-09 00:05:00+00,1,0.00000,0.00000,5.09052,7.12673,14
KGYX,2010-09-09 00:05:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KTYX,2010-09-09 00:05:00+00,1,0.00000,0.00000,0.35039,0.49054,14
KTYX,2010-09-09 00:05:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBOX,2010-09-09 00:10:00+00,1,8.78361,-12.57070,4.15635,5.81889,14
KBOX,2010-09-09 00:10:00+00,2,0.00000,0.00000,0.01022,0.01431,14
KBUF,2010-09-09 00:10:00+00,1,0.00000,0.00000,1.04436,1.46210,14
KBUF,2010-09-09 00:10:00+00,2,0.00000,0.00000,0.02779,0.03891,14
KCBW,2010-09-09 00:10:00+00,1,0.00000,0.00000,1.99551,2.79371,14
KCBW,2010-09-09 00:10:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-09 00:10:00+00,1,0.00000,0.00000,10.17171,14.24039,14
KCXX,2010-09-09 00:10:00+00,2,0.00000,0.00000,0.35532,0.49745,14
KENX,2010-09-09 00:10:00+00,1,0.00000,0.00000,0.04853,0.06794,14
KENX,2010-09-09 00:10:00+00,2,0.00000,0.00000,0.03652,0.05113,14
KGYX,2010-09-09 00:10:00+00,1,0.00000,0.00000,5.80341,8.12477,14
KGYX,2010-09-09 00:10:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KLWX,2010-09-09 00:10:00+00,1,9.00552,-9.71078,4.84821,6.78749,14
KLWX,2010-09-09 00:10:00+00,2,0.00000,0.00000,0.00318,0.00446,14
KOKX,2010-09-09 00:10:00+00,1,10.07585,-12.05945,0.61672,0.86340,14
KOKX,2010-09-09 00:10:00+00,2,0.00000,0.00000,0.10770,0.15078,14
KTYX,2010-09-09 00:10:00+00,1,0.00000,0.00000,0.35804,0.50125,14
KTYX,2010-09-09 00:10:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBGM,2010-09-09 00:15:00+00,1,0.00000,0.00000,0.05023,0.07032,14
KBGM,2010-09-09 00:15:00+00,2,0.00000,0.00000,0.12224,0.17113,14
KBOX,2010-09-09 00:15:00+00,1,8.51362,-12.62382,4.60139,6.44194,28
KBOX,2010-09-09 00:15:00+00,2,0.00000,0.00000,0.00744,0.01042,28
KCBW,2010-09-09 00:15:00+00,1,0.00000,0.00000,2.05986,2.88381,14
KCBW,2010-09-09 00:15:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCCX,2010-09-09 00:15:00+00,1,10.14016,-13.05414,3.38848,4.74387,14
KCCX,2010-09-09 00:15:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-09 00:15:00+00,1,0.00000,0.00000,5.94668,8.32535,14
KCXX,2010-09-09 00:15:00+00,2,0.00000,0.00000,0.19537,0.27352,14
KDIX,2010-09-09 00:15:00+00,1,4.63680,-12.66979,4.41567,6.18194,14
KDIX,2010-09-09 00:15:00+00,2,0.00000,0.00000,0.12411,0.17376,14
KDOX,2010-09-09 00:15:00+00,1,10.79902,-9.60096,4.53149,6.34409,14
KDOX,2010-09-09 00:15:00+00,2,0.00000,0.00000,0.02692,0.03768,14
KGYX,2010-09-09 00:15:00+00,1,0.00000,0.00000,6.73939,9.43514,14
KGYX,2010-09-09 00:15:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KLWX,2010-09-09 00:15:00+00,1,8.32616,-10.58077,11.58269,16.21576,14
KLWX,2010-09-09 00:15:00+00,2,0.00000,0.00000,0.00792,0.01108,14
KTYX,2010-09-09 00:15:00+00,1,0.00000,0.00000,0.43370,0.60718,14
KTYX,2010-09-09 00:15:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBOX,2010-09-09 00:20:00+00,1,8.28731,-12.48484,4.63847,6.49386,14
KBOX,2010-09-09 00:20:00+00,2,0.00000,0.00000,0.00511,0.00715,14
KBUF,2010-09-09 00:20:00+00,1,0.00000,0.00000,2.91517,4.08124,14
KBUF,2010-09-09 00:20:00+00,2,0.00000,0.00000,0.01544,0.02161,14
KCBW,2010-09-09 00:20:00+00,1,0.00000,0.00000,2.34447,3.28226,14
KCBW,2010-09-09 00:20:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-09 00:20:00+00,1,0.00000,0.00000,6.44724,9.02614,14
KCXX,2010-09-09 00:20:00+00,2,0.00000,0.00000,0.10314,0.14440,14
KENX,2010-09-09 00:20:00+00,1,0.00000,0.00000,0.05828,0.08159,14
KENX,2010-09-09 00:20:00+00,2,0.00000,0.00000,0.03184,0.04458,14
KGYX,2010-09-09 00:20:00+00,1,0.00000,0.00000,7.37206,10.32088,14
KGYX,2010-09-09 00:20:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KOKX,2010-09-09 00:20:00+00,1,10.81101,-11.59912,1.08124,1.51373,14
KOKX,2010-09-09 00:20:00+00,2,0.00000,0.00000,0.16142,0.22599,14
KTYX,2010-09-09 00:20:00+00,1,0.00000,0.00000,0.53608,0.75051,14
KTYX,2010-09-09 00:20:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBGM,2010-09-09 00:25:00+00,1,0.00000,0.00000,0.33988,0.47583,14
KBGM,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.08891,0.12447,14
KBOX,2010-09-09 00:25:00+00,1,8.07393,-12.51117,4.60503,6.44705,14
KBOX,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.00434,0.00607,14
KBUF,2010-09-09 00:25:00+00,1,0.00000,0.00000,1.49913,2.09879,14
KBUF,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.02309,0.03232,14
KCBW,2010-09-09 00:25:00+00,1,0.00000,0.00000,2.29303,3.21024,14
KCBW,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCCX,2010-09-09 00:25:00+00,1,9.27829,-13.30496,8.58590,12.02025,14
KCCX,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-09 00:25:00+00,1,0.00000,0.00000,4.22779,5.91891,14
KCXX,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.02487,0.03481,14
KDIX,2010-09-09 00:25:00+00,1,4.52814,-12.82833,6.62434,9.27407,14
KDIX,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.22519,0.31527,14
KDOX,2010-09-09 00:25:00+00,1,9.33146,-11.12401,8.70311,12.18436,14
KDOX,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.00728,0.01019,14
KENX,2010-09-09 00:25:00+00,1,0.00000,0.00000,0.08676,0.12146,14
KENX,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.01778,0.02490,14
KLWX,2010-09-09 00:25:00+00,1,7.72040,-11.11595,19.79529,27.71341,14
KLWX,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.00012,0.00017,14
KTYX,2010-09-09 00:25:00+00,1,0.00000,0.00000,0.52413,0.73378,14
KTYX,2010-09-09 00:25:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBOX,2010-09-09 00:30:00+00,1,7.92353,-12.45511,4.75792,6.66109,14
KBOX,2010-09-09 00:30:00+00,2,0.00000,0.00000,0.00487,0.00682,14
KCBW,2010-09-09 00:30:00+00,1,0.00000,0.00000,2.39713,3.35598,28
KCBW,2010-09-09 00:30:00+00,2,0.00000,0.00000,0.00000,0.00000,28
KENX,2010-09-09 00:30:00+00,1,0.00000,0.00000,0.18449,0.25828,14
KENX,2010-09-09 00:30:00+00,2,0.00000,0.00000,0.03389,0.04745,14
KGYX,2010-09-09 00:30:00+00,1,0.00000,0.00000,8.34142,11.67799,14
KGYX,2010-09-09 00:30:00+00,2,0.00000,0.00000,0.00046,0.00065,14
KOKX,2010-09-09 00:30:00+00,1,9.71474,-12.77146,1.36421,1.90990,14
KOKX,2010-09-09 00:30:00+00,2,0.00000,0.00000,0.22990,0.32186,14
KTYX,2010-09-09 00:30:00+00,1,0.00000,0.00000,0.52691,0.73767,14
KTYX,2010-09-09 00:30:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KBGM,2010-09-09 00:35:00+00,1,0.00000,0.00000,0.37420,0.52388,14
KBGM,2010-09-09 00:35:00+00,2,0.00000,0.00000,0.01953,0.02734,14
KBOX,2010-09-09 00:35:00+00,1,7.46341,-12.33742,4.65015,6.51021,14
KBOX,2010-09-09 00:35:00+00,2,0.00000,0.00000,0.00957,0.01340,14
KBUF,2010-09-09 00:35:00+00,1,0.00000,0.00000,0.53759,0.75263,14
KBUF,2010-09-09 00:35:00+00,2,0.00000,0.00000,0.02883,0.04037,14
KCBW,2010-09-09 00:35:00+00,1,0.00000,0.00000,2.35042,3.29059,14
KCBW,2010-09-09 00:35:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCCX,2010-09-09 00:35:00+00,1,9.13800,-13.59006,14.61875,20.46624,14
KCCX,2010-09-09 00:35:00+00,2,0.00000,0.00000,0.00000,0.00000,14
KCXX,2010-09-09 00:35:00+00,1,0.00000,0.00000,3.53840,4.95376,14
KCXX,2010-09-09 00:35:00+00,2,0.00000,0.00000,0.03847,0.05385,14
KDIX,2010-09-09 00:35:00+00,1,4.19350,-12.99316,7.71856,10.80599,14
KDIX,2010-09-09 00:35:00+00,2,18.75290,0.43270,0.30723,0.43012,14
KDOX,2010-09-09 00:35:00+00,1,7.86466,-11.93714,17.17091,24.03927,14
